start_id,start_vertex_type,end_id,end_vertex_type,rating,time,str_time
3276,vt_rater,5443,vt_rater,5,1289770757,2010-11-15 6:39
1091,vt_rater,3276,vt_rater,5,1289771304,2010-11-15 6:48
760,vt_rater,1966,vt_rater,1,1289836082,2010-11-16 0:48
760,vt_rater,325,vt_rater,2,1289873368,2010-11-16 11:09
325,vt_rater,760,vt_rater,2,1289873612,2010-11-16 11:13
325,vt_rater,2076,vt_rater,2,1290088212,2010-11-18 22:50
2076,vt_rater,325,vt_rater,2,1290090118,2010-11-18 23:21
760,vt_rater,1092,vt_rater,2,1290108487,2010-11-19 4:28
3276,vt_rater,2289,vt_rater,1,1290197549,2010-11-20 5:12
2289,vt_rater,3276,vt_rater,2,1290197554,2010-11-20 5:12
2398,vt_rater,5443,vt_rater,1,1290300442,2010-11-21 9:47
325,vt_rater,1,vt_rater,8,1290520564,2010-11-23 22:56
5557,vt_rater,2617,vt_rater,1,1290644458,2010-11-25 9:20
2617,vt_rater,5557,vt_rater,1,1290644477,2010-11-25 9:21
2398,vt_rater,1,vt_rater,1,1290666928,2010-11-25 15:35
1,vt_rater,2398,vt_rater,1,1290666953,2010-11-25 15:35
1,vt_rater,2617,vt_rater,1,1290750434,2010-11-26 14:47
2617,vt_rater,1,vt_rater,1,1290752776,2010-11-26 15:26
2617,vt_rater,325,vt_rater,1,1290758643,2010-11-26 17:04
325,vt_rater,2617,vt_rater,1,1290761557,2010-11-26 17:52
5443,vt_rater,5557,vt_rater,5,1290826367,2010-11-27 11:52
5557,vt_rater,5443,vt_rater,3,1290826591,2010-11-27 11:56
1,vt_rater,760,vt_rater,9,1290969237,2010-11-29 3:33
1,vt_rater,2289,vt_rater,2,1291052765,2010-11-30 2:46
2289,vt_rater,1,vt_rater,3,1291055973,2010-11-30 3:39
2726,vt_rater,5443,vt_rater,2,1291056175,2010-11-30 3:42
1,vt_rater,325,vt_rater,3,1291090931,2010-11-30 13:22
2836,vt_rater,2946,vt_rater,1,1291157823,2010-12-01 7:57
2946,vt_rater,2836,vt_rater,1,1291159845,2010-12-01 8:30
2726,vt_rater,1,vt_rater,1,1291159911,2010-12-01 8:31
760,vt_rater,1,vt_rater,9,1291217882,2010-12-02 0:38
5667,vt_rater,1,vt_rater,3,1291315232,2010-12-03 3:40
5557,vt_rater,2076,vt_rater,2,1291376110,2010-12-03 20:35
1,vt_rater,1092,vt_rater,2,1291505266,2010-12-05 8:27
2946,vt_rater,3710,vt_rater,1,1291515528,2010-12-05 11:18
3710,vt_rater,2946,vt_rater,1,1291515697,2010-12-05 11:21
3165,vt_rater,3821,vt_rater,1,1291578872,2010-12-06 4:54
3165,vt_rater,5557,vt_rater,3,1291590274,2010-12-06 8:04
3165,vt_rater,3710,vt_rater,1,1291591178,2010-12-06 8:19
3710,vt_rater,3165,vt_rater,1,1291591212,2010-12-06 8:20
1421,vt_rater,760,vt_rater,1,1291623781,2010-12-06 17:23
1421,vt_rater,981,vt_rater,1,1291623788,2010-12-06 17:23
2836,vt_rater,3928,vt_rater,1,1291684580,2010-12-07 10:16
3928,vt_rater,2836,vt_rater,1,1291684612,2010-12-07 10:16
4039,vt_rater,1,vt_rater,2,1291740271,2010-12-08 1:44
325,vt_rater,5557,vt_rater,1,1291757016,2010-12-08 6:23
5557,vt_rater,325,vt_rater,1,1291757032,2010-12-08 6:23
2076,vt_rater,4479,vt_rater,1,1292070534,2010-12-11 21:28
4479,vt_rater,2076,vt_rater,1,1292071379,2010-12-11 21:42
2076,vt_rater,4589,vt_rater,1,1292085237,2010-12-12 1:33
4589,vt_rater,2076,vt_rater,1,1292085280,2010-12-12 1:34
3821,vt_rater,3165,vt_rater,2,1292099161,2010-12-12 5:26
3821,vt_rater,4699,vt_rater,2,1292189306,2010-12-13 6:28
4699,vt_rater,3821,vt_rater,2,1292189413,2010-12-13 6:30
3821,vt_rater,4810,vt_rater,2,1292193828,2010-12-13 7:43
4810,vt_rater,3821,vt_rater,2,1292195062,2010-12-13 8:04
1,vt_rater,4810,vt_rater,1,1292196392,2010-12-13 8:26
4810,vt_rater,1,vt_rater,1,1292196407,2010-12-13 8:26
5557,vt_rater,2183,vt_rater,6,1292200462,2010-12-13 9:34
2836,vt_rater,3385,vt_rater,2,1292206237,2010-12-13 11:10
3385,vt_rater,2836,vt_rater,2,1292206272,2010-12-13 11:11
2836,vt_rater,1202,vt_rater,2,1292297573,2010-12-14 12:32
1202,vt_rater,2836,vt_rater,2,1292297608,2010-12-14 12:33
5557,vt_rater,2836,vt_rater,3,1292361186,2010-12-15 6:13
2836,vt_rater,5557,vt_rater,4,1292361299,2010-12-15 6:14
5557,vt_rater,4699,vt_rater,4,1292442402,2010-12-16 4:46
4699,vt_rater,5557,vt_rater,4,1292442433,2010-12-16 4:47
5557,vt_rater,4920,vt_rater,1,1292447857,2010-12-16 6:17
4920,vt_rater,5557,vt_rater,1,1292490376,2010-12-16 18:06
2076,vt_rater,5557,vt_rater,2,1292716197,2010-12-19 8:49
3276,vt_rater,5127,vt_rater,5,1292795818,2010-12-20 6:56
3165,vt_rater,1202,vt_rater,2,1292819158,2010-12-20 13:25
1202,vt_rater,3165,vt_rater,2,1292819329,2010-12-20 13:28
3276,vt_rater,5460,vt_rater,2,1292823618,2010-12-20 14:40
5460,vt_rater,3276,vt_rater,3,1292823672,2010-12-20 14:41
5460,vt_rater,1092,vt_rater,8,1292823684,2010-12-20 14:41
5460,vt_rater,1091,vt_rater,2,1292823728,2010-12-20 14:42
2726,vt_rater,5503,vt_rater,1,1292920839,2010-12-21 17:40
5503,vt_rater,2726,vt_rater,2,1292935948,2010-12-21 21:52
5026,vt_rater,1,vt_rater,2,1292957157,2010-12-22 3:45
1,vt_rater,5026,vt_rater,2,1292957196,2010-12-22 3:46
3276,vt_rater,5514,vt_rater,2,1293050723,2010-12-23 5:45
5514,vt_rater,3276,vt_rater,2,1293054743,2010-12-23 6:52
1202,vt_rater,5557,vt_rater,5,1293191605,2010-12-24 20:53
5557,vt_rater,1092,vt_rater,4,1293409871,2010-12-27 9:31
2726,vt_rater,5546,vt_rater,1,1293448473,2010-12-27 20:14
2726,vt_rater,5558,vt_rater,1,1293448479,2010-12-27 20:14
3165,vt_rater,5546,vt_rater,2,1293453342,2010-12-27 21:35
5546,vt_rater,3165,vt_rater,2,1293453456,2010-12-27 21:37
5546,vt_rater,2726,vt_rater,2,1293453463,2010-12-27 21:37
1,vt_rater,5569,vt_rater,1,1293481238,2010-12-28 5:20
5569,vt_rater,1,vt_rater,8,1293481552,2010-12-28 5:25
5557,vt_rater,1966,vt_rater,2,1293481689,2010-12-28 5:28
1966,vt_rater,5557,vt_rater,1,1293482235,2010-12-28 5:37
3276,vt_rater,5580,vt_rater,4,1293523499,2010-12-28 17:04
1,vt_rater,5601,vt_rater,1,1293579274,2010-12-29 8:34
5601,vt_rater,1,vt_rater,1,1293579281,2010-12-29 8:34
3385,vt_rater,5612,vt_rater,1,1293583961,2010-12-29 9:52
5535,vt_rater,5492,vt_rater,1,1293603105,2010-12-29 15:11
5623,vt_rater,5557,vt_rater,1,1293604544,2010-12-29 15:35
5557,vt_rater,5623,vt_rater,1,1293604590,2010-12-29 15:36
5557,vt_rater,981,vt_rater,5,1293632317,2010-12-29 23:18
2398,vt_rater,1421,vt_rater,1,1293643258,2010-12-30 2:20
1421,vt_rater,2398,vt_rater,1,1293646340,2010-12-30 3:12
1421,vt_rater,1092,vt_rater,1,1293661056,2010-12-30 7:17
5460,vt_rater,5634,vt_rater,4,1293665841,2010-12-30 8:37
1,vt_rater,5645,vt_rater,1,1293749574,2010-12-31 7:52
5645,vt_rater,1,vt_rater,1,1293749669,2010-12-31 7:54
5444,vt_rater,3385,vt_rater,1,1293819840,2011-01-01 3:24
3385,vt_rater,5444,vt_rater,1,1293820340,2011-01-01 3:32
5645,vt_rater,5444,vt_rater,1,1293831461,2011-01-01 6:37
5444,vt_rater,5645,vt_rater,1,1293831480,2011-01-01 6:37
5127,vt_rater,3276,vt_rater,2,1293843254,2011-01-01 9:54
1421,vt_rater,5546,vt_rater,1,1293888121,2011-01-01 22:22
5546,vt_rater,1421,vt_rater,1,1293888137,2011-01-01 22:22
5492,vt_rater,5535,vt_rater,1,1293930358,2011-01-02 10:05
2726,vt_rater,5656,vt_rater,1,1293994480,2011-01-03 3:54
5656,vt_rater,2726,vt_rater,1,1293996991,2011-01-03 4:36
3385,vt_rater,3276,vt_rater,1,1294081163,2011-01-04 3:59
3276,vt_rater,3385,vt_rater,1,1294081178,2011-01-04 3:59
1,vt_rater,5535,vt_rater,2,1294083688,2011-01-04 4:41
5535,vt_rater,1,vt_rater,2,1294083726,2011-01-04 4:42
5546,vt_rater,1966,vt_rater,3,1294126590,2011-01-04 16:36
1966,vt_rater,5546,vt_rater,3,1294152393,2011-01-04 23:46
5492,vt_rater,5668,vt_rater,1,1294190543,2011-01-05 10:22
760,vt_rater,5679,vt_rater,1,1294192094,2011-01-05 10:48
5679,vt_rater,760,vt_rater,1,1294192615,2011-01-05 10:56
5546,vt_rater,5471,vt_rater,1,1294244410,2011-01-06 1:20
5471,vt_rater,5546,vt_rater,1,1294249081,2011-01-06 2:38
3385,vt_rater,5700,vt_rater,1,1294262869,2011-01-06 6:27
3385,vt_rater,46,vt_rater,1,1294267265,2011-01-06 7:41
5700,vt_rater,3385,vt_rater,1,1294267277,2011-01-06 7:41
3385,vt_rater,5731,vt_rater,1,1294271218,2011-01-06 8:46
5731,vt_rater,3385,vt_rater,1,1294274023,2011-01-06 9:33
46,vt_rater,3385,vt_rater,1,1294285069,2011-01-06 12:37
3276,vt_rater,5742,vt_rater,1,1294300030,2011-01-06 16:47
5742,vt_rater,3276,vt_rater,1,1294300186,2011-01-06 16:49
5679,vt_rater,5546,vt_rater,2,1294395970,2011-01-07 19:26
5546,vt_rater,5679,vt_rater,2,1294396076,2011-01-07 19:27
3385,vt_rater,5764,vt_rater,1,1294426073,2011-01-08 3:47
5764,vt_rater,3385,vt_rater,1,1294429630,2011-01-08 4:47
5444,vt_rater,5742,vt_rater,1,1294429932,2011-01-08 4:52
5742,vt_rater,5444,vt_rater,1,1294430000,2011-01-08 4:53
5557,vt_rater,5764,vt_rater,2,1294438542,2011-01-08 7:15
5764,vt_rater,5557,vt_rater,2,1294439194,2011-01-08 7:26
5492,vt_rater,5817,vt_rater,1,1294546375,2011-01-09 13:12
3385,vt_rater,5558,vt_rater,1,1294595719,2011-01-10 2:55
5817,vt_rater,5492,vt_rater,1,1294599139,2011-01-10 3:52
5558,vt_rater,5828,vt_rater,1,1294600322,2011-01-10 4:12
5828,vt_rater,5558,vt_rater,3,1294600354,2011-01-10 4:12
5558,vt_rater,3385,vt_rater,1,1294600355,2011-01-10 4:12
5558,vt_rater,2726,vt_rater,1,1294600362,2011-01-10 4:12
3165,vt_rater,760,vt_rater,3,1294689381,2011-01-11 4:56
760,vt_rater,3165,vt_rater,1,1294689438,2011-01-11 4:57
5558,vt_rater,5839,vt_rater,1,1294788722,2011-01-12 8:32
5839,vt_rater,5558,vt_rater,3,1294854693,2011-01-13 2:51
542,vt_rater,5850,vt_rater,2,1294919859,2011-01-13 20:57
5850,vt_rater,542,vt_rater,2,1294927077,2011-01-13 22:57
5546,vt_rater,5871,vt_rater,4,1294947597,2011-01-14 4:39
5871,vt_rater,5546,vt_rater,1,1294953308,2011-01-14 6:15
5753,vt_rater,5557,vt_rater,3,1294974058,2011-01-14 12:00
1,vt_rater,5679,vt_rater,1,1294982042,2011-01-14 14:14
5558,vt_rater,542,vt_rater,1,1294996844,2011-01-14 18:20
542,vt_rater,5558,vt_rater,1,1295011594,2011-01-14 22:26
5679,vt_rater,1,vt_rater,1,1295060559,2011-01-15 12:02
1,vt_rater,14,vt_rater,1,1295163874,2011-01-16 16:44
5471,vt_rater,4810,vt_rater,2,1295213497,2011-01-17 6:31
4810,vt_rater,5471,vt_rater,2,1295213514,2011-01-17 6:31
14,vt_rater,1,vt_rater,1,1295219865,2011-01-17 8:17
3,vt_rater,14,vt_rater,1,1295223075,2011-01-17 9:11
14,vt_rater,35,vt_rater,1,1295223955,2011-01-17 9:25
5668,vt_rater,1639,vt_rater,2,1295282631,2011-01-18 1:43
3,vt_rater,5444,vt_rater,2,1295394666,2011-01-19 8:51
3165,vt_rater,3276,vt_rater,1,1295416559,2011-01-19 14:55
3276,vt_rater,3165,vt_rater,1,1295416572,2011-01-19 14:56
3385,vt_rater,57,vt_rater,1,1295460036,2011-01-20 3:00
5580,vt_rater,3276,vt_rater,4,1295507765,2011-01-20 16:16
5839,vt_rater,68,vt_rater,1,1295538197,2011-01-21 0:43
68,vt_rater,5839,vt_rater,1,1295560693,2011-01-21 6:58
5679,vt_rater,79,vt_rater,2,1295620829,2011-01-21 23:40
79,vt_rater,5679,vt_rater,3,1295622239,2011-01-22 0:03
5444,vt_rater,90,vt_rater,1,1295647516,2011-01-22 7:05
90,vt_rater,5444,vt_rater,1,1295647537,2011-01-22 7:05
5850,vt_rater,5535,vt_rater,1,1295720115,2011-01-23 3:15
5535,vt_rater,5850,vt_rater,1,1295720325,2011-01-23 3:18
5839,vt_rater,79,vt_rater,2,1295806594,2011-01-24 3:16
5557,vt_rater,101,vt_rater,1,1295847190,2011-01-24 14:33
101,vt_rater,5557,vt_rater,1,1295847198,2011-01-24 14:33
3385,vt_rater,112,vt_rater,1,1295990233,2011-01-26 6:17
3385,vt_rater,5535,vt_rater,1,1295995415,2011-01-26 7:43
5535,vt_rater,3385,vt_rater,1,1295995480,2011-01-26 7:44
79,vt_rater,5839,vt_rater,2,1296071386,2011-01-27 4:49
1421,vt_rater,5557,vt_rater,5,1296076062,2011-01-27 6:07
5557,vt_rater,123,vt_rater,1,1296085723,2011-01-27 8:48
123,vt_rater,5557,vt_rater,1,1296085848,2011-01-27 8:50
5492,vt_rater,134,vt_rater,2,1296096742,2011-01-27 11:52
134,vt_rater,5492,vt_rater,2,1296096769,2011-01-27 11:52
134,vt_rater,5634,vt_rater,1,1296163311,2011-01-28 6:21
134,vt_rater,167,vt_rater,2,1296163345,2011-01-28 6:22
134,vt_rater,5444,vt_rater,4,1296163403,2011-01-28 6:23
5444,vt_rater,134,vt_rater,4,1296164245,2011-01-28 6:37
101,vt_rater,3165,vt_rater,1,1296229412,2011-01-29 0:43
3165,vt_rater,101,vt_rater,1,1296229421,2011-01-29 0:43
5443,vt_rater,156,vt_rater,2,1296291457,2011-01-29 17:57
156,vt_rater,3165,vt_rater,1,1296291483,2011-01-29 17:58
5443,vt_rater,2398,vt_rater,1,1296291724,2011-01-29 18:02
3165,vt_rater,156,vt_rater,1,1296291879,2011-01-29 18:04
4039,vt_rater,5557,vt_rater,1,1296512060,2011-02-01 7:14
1,vt_rater,209,vt_rater,1,1296512103,2011-02-01 7:15
209,vt_rater,1,vt_rater,10,1296513384,2011-02-01 7:36
3,vt_rater,1,vt_rater,3,1296513427,2011-02-01 7:37
3,vt_rater,5557,vt_rater,4,1296528583,2011-02-01 11:49
5557,vt_rater,3,vt_rater,2,1296528669,2011-02-01 11:51
5557,vt_rater,4039,vt_rater,1,1296528718,2011-02-01 11:51
5557,vt_rater,241,vt_rater,1,1296553673,2011-02-01 18:47
241,vt_rater,5557,vt_rater,1,1296553682,2011-02-01 18:48
1421,vt_rater,90,vt_rater,1,1296579083,2011-02-02 1:51
90,vt_rater,1421,vt_rater,1,1296579093,2011-02-02 1:51
90,vt_rater,46,vt_rater,1,1296580101,2011-02-02 2:08
46,vt_rater,90,vt_rater,1,1296580128,2011-02-02 2:08
5444,vt_rater,5026,vt_rater,2,1296595303,2011-02-02 6:21
167,vt_rater,5634,vt_rater,3,1296601381,2011-02-02 8:03
209,vt_rater,293,vt_rater,10,1296608631,2011-02-02 10:03
209,vt_rater,1639,vt_rater,1,1296609273,2011-02-02 10:14
1,vt_rater,1091,vt_rater,8,1296629344,2011-02-02 15:49
1,vt_rater,5623,vt_rater,2,1296631215,2011-02-02 16:20
5623,vt_rater,1,vt_rater,2,1296631324,2011-02-02 16:22
1,vt_rater,1421,vt_rater,6,1296657671,2011-02-02 23:41
4810,vt_rater,314,vt_rater,1,1296682613,2011-02-03 6:36
178,vt_rater,5557,vt_rater,2,1296688733,2011-02-03 8:18
5557,vt_rater,178,vt_rater,2,1296688773,2011-02-03 8:19
4810,vt_rater,325,vt_rater,2,1296690714,2011-02-03 8:51
325,vt_rater,4810,vt_rater,2,1296690765,2011-02-03 8:52
5634,vt_rater,3165,vt_rater,3,1296754197,2011-02-04 2:29
5634,vt_rater,542,vt_rater,1,1296754336,2011-02-04 2:32
5634,vt_rater,5443,vt_rater,3,1296754391,2011-02-04 2:33
5634,vt_rater,1,vt_rater,3,1296754396,2011-02-04 2:33
5634,vt_rater,1421,vt_rater,1,1296754414,2011-02-04 2:33
5634,vt_rater,1966,vt_rater,3,1296754436,2011-02-04 2:33
5634,vt_rater,167,vt_rater,3,1296754444,2011-02-04 2:34
5634,vt_rater,134,vt_rater,1,1296754512,2011-02-04 2:35
5634,vt_rater,336,vt_rater,1,1296754599,2011-02-04 2:36
5634,vt_rater,5460,vt_rater,3,1296754645,2011-02-04 2:37
314,vt_rater,4810,vt_rater,1,1296758780,2011-02-04 3:46
4810,vt_rater,1091,vt_rater,2,1296769471,2011-02-04 6:44
1091,vt_rater,4810,vt_rater,2,1296769494,2011-02-04 6:44
293,vt_rater,209,vt_rater,10,1296772979,2011-02-04 7:42
293,vt_rater,347,vt_rater,1,1296773130,2011-02-04 7:45
347,vt_rater,293,vt_rater,2,1296774360,2011-02-04 8:06
5557,vt_rater,358,vt_rater,1,1296792124,2011-02-04 13:02
358,vt_rater,5557,vt_rater,1,1296792360,2011-02-04 13:05
57,vt_rater,3385,vt_rater,1,1296837863,2011-02-05 1:44
3385,vt_rater,5492,vt_rater,1,1296868253,2011-02-05 10:10
5492,vt_rater,3385,vt_rater,1,1296868317,2011-02-05 10:11
5127,vt_rater,112,vt_rater,1,1296870068,2011-02-05 10:41
145,vt_rater,272,vt_rater,2,1296884305,2011-02-05 14:38
272,vt_rater,145,vt_rater,2,1296884645,2011-02-05 14:44
4810,vt_rater,5557,vt_rater,6,1296913225,2011-02-05 22:40
5557,vt_rater,4810,vt_rater,5,1296913558,2011-02-05 22:45
145,vt_rater,1421,vt_rater,2,1296927382,2011-02-06 2:36
145,vt_rater,379,vt_rater,2,1296927424,2011-02-06 2:37
379,vt_rater,145,vt_rater,2,1296927624,2011-02-06 2:40
5645,vt_rater,2836,vt_rater,2,1297093748,2011-02-08 0:49
2836,vt_rater,5645,vt_rater,2,1297093804,2011-02-08 0:50
1091,vt_rater,347,vt_rater,2,1297102509,2011-02-08 3:15
347,vt_rater,1091,vt_rater,2,1297102585,2011-02-08 3:16
5839,vt_rater,542,vt_rater,4,1297187359,2011-02-09 2:49
112,vt_rater,5127,vt_rater,1,1297197836,2011-02-09 5:43
112,vt_rater,3385,vt_rater,1,1297197844,2011-02-09 5:44
347,vt_rater,1966,vt_rater,1,1297206555,2011-02-09 8:09
1966,vt_rater,347,vt_rater,1,1297207241,2011-02-09 8:20
123,vt_rater,1,vt_rater,1,1297291838,2011-02-10 7:50
347,vt_rater,368,vt_rater,1,1297301158,2011-02-10 10:25
368,vt_rater,347,vt_rater,1,1297301164,2011-02-10 10:26
347,vt_rater,3,vt_rater,1,1297308205,2011-02-10 12:23
3,vt_rater,347,vt_rater,1,1297308356,2011-02-10 12:25
3385,vt_rater,400,vt_rater,1,1297315440,2011-02-10 14:24
542,vt_rater,5839,vt_rater,3,1297359911,2011-02-11 2:45
400,vt_rater,3385,vt_rater,1,1297367601,2011-02-11 4:53
5557,vt_rater,400,vt_rater,1,1297370442,2011-02-11 5:40
400,vt_rater,5557,vt_rater,1,1297371118,2011-02-11 5:51
1,vt_rater,411,vt_rater,1,1297373817,2011-02-11 6:36
411,vt_rater,1,vt_rater,1,1297374205,2011-02-11 6:43
347,vt_rater,411,vt_rater,1,1297378806,2011-02-11 8:00
411,vt_rater,347,vt_rater,1,1297378871,2011-02-11 8:01
3,vt_rater,123,vt_rater,1,1297385761,2011-02-11 9:56
123,vt_rater,3,vt_rater,1,1297385923,2011-02-11 9:58
3,vt_rater,5492,vt_rater,1,1297386367,2011-02-11 10:06
5492,vt_rater,3,vt_rater,1,1297386418,2011-02-11 10:06
3385,vt_rater,432,vt_rater,1,1297461521,2011-02-12 6:58
432,vt_rater,3385,vt_rater,1,1297462874,2011-02-12 7:21
5557,vt_rater,5444,vt_rater,5,1297467512,2011-02-12 8:38
5444,vt_rater,3,vt_rater,2,1297479765,2011-02-12 12:02
5557,vt_rater,443,vt_rater,2,1297482206,2011-02-12 12:43
443,vt_rater,368,vt_rater,5,1297489410,2011-02-12 14:43
368,vt_rater,443,vt_rater,5,1297494046,2011-02-12 16:00
443,vt_rater,5557,vt_rater,3,1297494087,2011-02-12 16:01
347,vt_rater,1202,vt_rater,5,1297533099,2011-02-13 2:51
422,vt_rater,347,vt_rater,1,1297533751,2011-02-13 3:02
347,vt_rater,422,vt_rater,1,1297534218,2011-02-13 3:10
5645,vt_rater,347,vt_rater,3,1297550943,2011-02-13 7:49
1091,vt_rater,2183,vt_rater,8,1297570107,2011-02-13 13:08
347,vt_rater,454,vt_rater,1,1297621910,2011-02-14 3:31
454,vt_rater,347,vt_rater,1,1297626301,2011-02-14 4:45
112,vt_rater,454,vt_rater,1,1297626585,2011-02-14 4:49
1,vt_rater,112,vt_rater,1,1297627293,2011-02-14 5:01
112,vt_rater,1,vt_rater,1,1297627349,2011-02-14 5:02
454,vt_rater,112,vt_rater,1,1297628388,2011-02-14 5:19
112,vt_rater,5623,vt_rater,2,1297644401,2011-02-14 9:46
1091,vt_rater,454,vt_rater,1,1297647974,2011-02-14 10:46
454,vt_rater,1091,vt_rater,1,1297647980,2011-02-14 10:46
112,vt_rater,465,vt_rater,1,1297652994,2011-02-14 12:09
465,vt_rater,112,vt_rater,1,1297653023,2011-02-14 12:10
5612,vt_rater,347,vt_rater,1,1297686545,2011-02-14 21:29
112,vt_rater,368,vt_rater,1,1297722488,2011-02-15 7:28
368,vt_rater,112,vt_rater,1,1297723091,2011-02-15 7:38
347,vt_rater,476,vt_rater,1,1297734450,2011-02-15 10:47
476,vt_rater,347,vt_rater,1,1297734460,2011-02-15 10:47
1,vt_rater,487,vt_rater,1,1297789864,2011-02-16 2:11
487,vt_rater,1,vt_rater,1,1297789936,2011-02-16 2:12
498,vt_rater,1091,vt_rater,1,1297807903,2011-02-16 7:11
5444,vt_rater,509,vt_rater,1,1297809192,2011-02-16 7:33
3385,vt_rater,520,vt_rater,1,1297812539,2011-02-16 8:28
520,vt_rater,3385,vt_rater,1,1297812615,2011-02-16 8:30
1421,vt_rater,145,vt_rater,4,1297815737,2011-02-16 9:22
1202,vt_rater,347,vt_rater,2,1297824885,2011-02-16 11:54
5806,vt_rater,5679,vt_rater,2,1297844415,2011-02-16 17:20
5645,vt_rater,531,vt_rater,1,1297866186,2011-02-16 23:23
531,vt_rater,543,vt_rater,1,1297866223,2011-02-16 23:23
543,vt_rater,531,vt_rater,1,1297866274,2011-02-16 23:24
347,vt_rater,5612,vt_rater,1,1297872866,2011-02-17 1:14
1091,vt_rater,112,vt_rater,1,1297878331,2011-02-17 2:45
112,vt_rater,1091,vt_rater,1,1297878339,2011-02-17 2:45
112,vt_rater,476,vt_rater,1,1297878361,2011-02-17 2:46
476,vt_rater,112,vt_rater,1,1297878526,2011-02-17 2:48
3385,vt_rater,509,vt_rater,1,1297882011,2011-02-17 3:46
509,vt_rater,3385,vt_rater,1,1297882595,2011-02-17 3:56
347,vt_rater,564,vt_rater,1,1297886091,2011-02-17 4:54
46,vt_rater,575,vt_rater,2,1297893560,2011-02-17 6:59
5679,vt_rater,5806,vt_rater,3,1297907214,2011-02-17 10:46
564,vt_rater,586,vt_rater,1,1297908772,2011-02-17 11:12
586,vt_rater,564,vt_rater,2,1297908772,2011-02-17 11:12
564,vt_rater,5612,vt_rater,1,1297908985,2011-02-17 11:16
112,vt_rater,597,vt_rater,1,1297910665,2011-02-17 11:44
347,vt_rater,608,vt_rater,4,1297911998,2011-02-17 12:06
608,vt_rater,347,vt_rater,4,1297912087,2011-02-17 12:08
347,vt_rater,145,vt_rater,3,1297915803,2011-02-17 13:10
145,vt_rater,347,vt_rater,3,1297915880,2011-02-17 13:11
597,vt_rater,112,vt_rater,1,1297915937,2011-02-17 13:12
3385,vt_rater,618,vt_rater,1,1297959915,2011-02-18 1:25
618,vt_rater,3385,vt_rater,1,1297961344,2011-02-18 1:49
531,vt_rater,347,vt_rater,1,1297976227,2011-02-18 5:57
347,vt_rater,531,vt_rater,1,1297976242,2011-02-18 5:57
145,vt_rater,629,vt_rater,1,1297976422,2011-02-18 6:00
629,vt_rater,145,vt_rater,2,1297976428,2011-02-18 6:00
5026,vt_rater,5557,vt_rater,3,1297980365,2011-02-18 7:06
5557,vt_rater,5026,vt_rater,3,1297980494,2011-02-18 7:08
3385,vt_rater,347,vt_rater,1,1298044125,2011-02-19 0:48
575,vt_rater,46,vt_rater,2,1298047000,2011-02-19 1:36
347,vt_rater,3385,vt_rater,1,1298054259,2011-02-19 3:37
156,vt_rater,1,vt_rater,2,1298056076,2011-02-19 4:07
1,vt_rater,156,vt_rater,2,1298061894,2011-02-19 5:44
1,vt_rater,123,vt_rater,2,1298062294,2011-02-19 5:51
5444,vt_rater,652,vt_rater,1,1298072060,2011-02-19 8:34
652,vt_rater,5444,vt_rater,1,1298072082,2011-02-19 8:34
